City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Linqing,CN,"2021, 11, 29 23:11:23",36.8456,115.7117,38.41,44,8,17.83
277,Rio Gallegos,AR,"2021, 11, 29 23:11:24",-51.6226,-69.2181,54.55,41,92,28.92
278,Kamenka,RU,"2021, 11, 29 23:12:24",51.3223,42.7678,47.75,81,100,31.27
279,Mahibadhoo,MV,"2021, 11, 29 23:12:25",3.7833,72.9667,81.72,77,100,16.31
280,Mareeba,AU,"2021, 11, 29 23:12:25",-17.0,145.4333,83.44,71,90,5.46
281,Ileza,RU,"2021, 11, 29 23:12:26",61.0533,43.9002,14.0,94,100,11.97
282,Petropavlovsk-Kamchatskiy,RU,"2021, 11, 29 23:12:26",53.0452,158.6483,21.78,93,90,8.95
283,Bhola,BD,"2021, 11, 29 23:12:27",22.6833,90.65,66.11,68,7,7.54
284,Arraial Do Cabo,BR,"2021, 11, 29 23:12:27",-22.9661,-42.0278,74.82,90,30,23.02
285,Lima Duarte,BR,"2021, 11, 29 23:12:27",-21.8425,-43.7931,67.26,79,20,3.36
286,Antofagasta,CL,"2021, 11, 29 23:12:28",-23.65,-70.4,63.68,79,12,3.94
287,Jiaozhou,CN,"2021, 11, 29 23:12:28",36.2839,120.0033,40.96,76,100,20.24
288,Jalu,LY,"2021, 11, 29 23:12:29",29.0331,21.5482,60.69,54,68,10.2
289,Mackenzie,CA,"2021, 11, 29 23:12:29",55.2999,-123.1698,32.07,98,100,4.21
290,Salalah,OM,"2021, 11, 29 23:12:29",17.0151,54.0924,78.89,24,0,12.66
291,Cap Malheureux,MU,"2021, 11, 29 23:12:30",-19.9842,57.6142,74.46,72,1,4.0
292,Dingle,PH,"2021, 11, 29 23:12:30",10.9995,122.6711,76.89,90,58,4.9
293,Welkom,ZA,"2021, 11, 29 23:12:31",-27.9864,26.7066,63.36,43,8,5.88
294,Ilulissat,GL,"2021, 11, 29 23:12:31",69.2167,-51.1,30.22,93,75,4.61
295,Nizwa,OM,"2021, 11, 29 23:12:32",22.9333,57.5333,63.57,74,0,3.31
296,Ladario,BR,"2021, 11, 29 23:12:32",-19.0047,-57.6017,76.68,81,36,7.31
297,Dong Hoi,VN,"2021, 11, 29 23:12:32",17.4833,106.6,69.35,83,94,14.47
298,Tete,MZ,"2021, 11, 29 23:12:33",-16.1564,33.5867,73.51,40,10,4.38
299,Guangyuan,CN,"2021, 11, 29 23:12:33",32.442,105.823,38.64,58,2,4.03
300,Shaunavon,CA,"2021, 11, 29 23:12:33",49.6501,-108.4181,40.05,67,97,5.88
301,Isabela,PH,"2021, 11, 29 23:08:14",6.7085,121.9711,79.95,82,95,1.77
302,Mogadishu,SO,"2021, 11, 29 23:12:34",2.0371,45.3438,80.65,81,18,15.43
303,Kieta,PG,"2021, 11, 29 23:12:35",-6.2167,155.6333,82.92,77,100,5.21
304,Sorland,NO,"2021, 11, 29 23:12:35",67.667,12.6934,34.16,47,100,2.28
305,Luderitz,NA,"2021, 11, 29 23:12:36",-26.6481,15.1594,60.57,87,0,12.35
306,Hidalgo,MX,"2021, 11, 29 23:12:36",20.5,-99.0,55.63,78,51,8.08
307,Paamiut,GL,"2021, 11, 29 23:12:36",61.994,-49.6678,32.09,98,100,31.65
308,Marang,MY,"2021, 11, 29 23:12:37",5.2056,103.2059,76.66,90,100,3.89
309,Cabo San Lucas,MX,"2021, 11, 29 23:08:03",22.8909,-109.9124,84.51,59,40,3.0
310,Pucallpa,PE,"2021, 11, 29 23:12:37",-8.3791,-74.5539,75.24,100,75,2.3
311,Impfondo,CG,"2021, 11, 29 23:12:38",1.6381,18.0667,70.72,87,98,2.19
312,Alugan,PH,"2021, 11, 29 23:12:38",12.2188,125.4808,80.71,82,100,3.56
313,Kununurra,AU,"2021, 11, 29 23:12:38",-15.7667,128.7333,85.98,54,49,1.14
314,Pitimbu,BR,"2021, 11, 29 23:11:36",-7.4706,-34.8086,81.19,75,62,11.21
315,Belyy Yar,RU,"2021, 11, 29 23:12:39",53.6039,91.3903,8.85,92,95,2.24
316,Champerico,GT,"2021, 11, 29 23:12:40",14.3,-91.9167,86.36,68,0,6.91
317,Lorengau,PG,"2021, 11, 29 23:12:40",-2.0226,147.2712,83.95,77,100,9.1
318,Alta Floresta,BR,"2021, 11, 29 23:07:43",-9.8756,-56.0861,73.45,93,100,1.3
319,Acapulco,MX,"2021, 11, 29 23:08:21",16.8634,-99.8901,84.02,70,1,9.22
320,Oranjemund,NA,"2021, 11, 29 23:12:41",-28.55,16.4333,61.92,93,4,6.98
321,Najran,SA,"2021, 11, 29 23:13:41",17.4924,44.1277,57.18,51,0,1.59
322,Olafsvik,IS,"2021, 11, 29 23:13:41",64.8945,-23.7142,31.14,94,100,12.68
323,Effium,NG,"2021, 11, 29 23:13:42",6.6292,8.0593,79.5,73,47,8.16
324,Xapuri,BR,"2021, 11, 29 23:13:42",-10.6517,-68.5044,83.14,60,99,2.13
325,Abha,SA,"2021, 11, 29 23:13:43",18.2164,42.5053,50.25,46,0,0.0
326,Caravelas,BR,"2021, 11, 29 23:13:43",-17.7125,-39.2481,78.64,83,1,14.9
327,Juneau,US,"2021, 11, 29 23:11:26",58.3019,-134.4197,35.6,88,90,16.11
328,Leningradskiy,RU,"2021, 11, 29 23:13:44",69.3833,178.4167,-21.57,95,59,8.81
329,Jishou,CN,"2021, 11, 29 23:13:44",28.3167,109.7167,47.14,89,67,1.88
330,Along,IN,"2021, 11, 29 23:13:44",28.1667,94.7667,51.44,67,74,1.79
331,Saint-Paul,RE,"2021, 11, 29 23:13:45",-21.0096,55.2707,75.29,95,26,1.99
332,Khasan,RU,"2021, 11, 29 23:13:45",42.4308,130.6434,33.98,96,100,10.16
333,Nicoya,CR,"2021, 11, 29 23:13:46",10.1483,-85.452,80.15,78,100,12.17
334,Woodward,US,"2021, 11, 29 23:13:46",36.4337,-99.3904,76.23,20,1,0.0
335,Hirara,JP,"2021, 11, 29 23:13:47",24.8,125.2833,73.45,78,94,13.18
336,Abay,KZ,"2021, 11, 29 23:13:47",49.6311,72.8539,19.78,76,100,4.14
337,Gazli,UZ,"2021, 11, 29 23:13:47",40.1333,63.45,48.79,47,7,8.88
338,Baft,IR,"2021, 11, 29 23:13:48",29.234,56.6057,43.45,61,18,1.74
339,Dawei,MM,"2021, 11, 29 23:13:48",14.0833,98.2,74.12,75,98,5.84
340,Alice Springs,AU,"2021, 11, 29 23:13:49",-23.7,133.8833,81.95,24,0,8.05
341,Mugur-Aksy,RU,"2021, 11, 29 23:13:49",50.35,90.5,7.66,74,73,5.66
342,Dandong,CN,"2021, 11, 29 23:13:50",40.1292,124.3947,32.25,95,100,11.97
343,Tabas,IR,"2021, 11, 29 23:13:50",33.5959,56.9244,57.51,36,18,1.61
344,Axim,GH,"2021, 11, 29 23:13:50",4.8699,-2.2405,79.32,84,47,8.99
345,Tibati,CM,"2021, 11, 29 23:13:51",6.4667,12.6333,71.69,30,84,2.21
346,Hargeysa,SO,"2021, 11, 29 23:13:51",9.56,44.065,60.24,64,6,11.59
347,Beloha,MG,"2021, 11, 29 23:13:52",-25.1667,45.05,67.12,90,1,10.38
348,Kurri Kurri,AU,"2021, 11, 29 23:13:52",-32.8167,151.4833,73.35,83,100,2.24
349,Susurluk,TR,"2021, 11, 29 23:13:52",39.9136,28.1578,57.83,69,40,17.07
350,Dunmore Town,BS,"2021, 11, 29 23:13:53",25.5,-76.65,73.49,68,59,15.93
351,Jeremie,HT,"2021, 11, 29 23:13:53",18.65,-74.1167,78.66,77,58,5.1
352,Zharkent,KZ,"2021, 11, 29 23:13:54",44.1628,80.0,27.72,53,5,2.55
353,Mazatlan,MX,"2021, 11, 29 23:13:54",23.2167,-106.4167,85.96,82,40,3.0
354,Labuan,MY,"2021, 11, 29 23:13:54",5.2767,115.2417,73.56,71,100,3.36
355,Khandbari,NP,"2021, 11, 29 23:13:55",27.3747,87.2039,53.01,67,47,3.27
356,North Bend,US,"2021, 11, 29 23:13:55",43.4065,-124.2243,62.17,90,90,6.91
357,Goroka,PG,"2021, 11, 29 23:13:56",-6.0834,145.3873,71.62,74,95,1.88
358,Chokurdakh,RU,"2021, 11, 29 23:13:56",70.6333,147.9167,-13.47,99,100,3.15
359,Aquiraz,BR,"2021, 11, 29 23:09:53",-3.9014,-38.3911,84.22,71,16,10.98
360,Swift Current,CA,"2021, 11, 29 23:13:57",50.2834,-107.8014,38.01,71,98,3.74
361,Mujiayingzi,CN,"2021, 11, 29 23:13:57",42.1167,118.7833,22.91,59,92,19.64
362,Bismil,TR,"2021, 11, 29 23:13:57",37.8486,40.6658,47.93,70,100,0.51
363,Kailua,US,"2021, 11, 29 23:12:02",21.4022,-157.7394,78.78,69,52,21.68
364,Prokhorovka,RU,"2021, 11, 29 23:13:58",51.0374,36.7325,49.57,90,100,18.86
365,Comodoro Rivadavia,AR,"2021, 11, 29 23:13:58",-45.8667,-67.5,73.26,20,0,9.22
366,Iqaluit,CA,"2021, 11, 29 23:14:59",63.7506,-68.5145,11.93,79,90,17.27
367,Songjianghe,CN,"2021, 11, 29 23:14:59",42.1859,127.479,23.77,96,100,5.12
368,Nelson Bay,AU,"2021, 11, 29 23:15:00",-32.7167,152.15,74.08,82,100,1.99
369,Qaqortoq,GL,"2021, 11, 29 23:15:00",60.7167,-46.0333,34.3,99,100,15.57
370,Jumla,NP,"2021, 11, 29 23:15:00",29.2747,82.1838,40.82,18,48,5.46
371,Neuquen,AR,"2021, 11, 29 23:15:01",-38.9516,-68.0591,84.09,21,0,4.61
372,Markova,UA,"2021, 11, 29 23:15:01",48.6758,24.4138,31.06,76,39,8.37
373,Thunder Bay,CA,"2021, 11, 29 23:12:33",48.4001,-89.3168,32.56,83,100,3.09
374,General Cepeda,MX,"2021, 11, 29 23:15:02",25.3833,-101.45,67.41,43,61,8.05
375,Labuhan,ID,"2021, 11, 29 23:15:02",-6.8844,112.2051,77.77,85,100,7.54
376,Dubai,AE,"2021, 11, 29 23:14:52",25.2582,55.3047,75.22,60,20,3.44
377,Svetlyy,RU,"2021, 11, 29 23:15:03",54.675,20.1347,36.97,74,100,18.16
378,Montesarchio,IT,"2021, 11, 29 23:15:03",41.0654,14.6402,44.35,90,93,2.42
379,La Rioja,ES,"2021, 11, 29 23:15:04",42.25,-2.5,42.48,98,100,4.07
380,Fare,PF,"2021, 11, 29 23:15:04",-16.7,-151.0167,80.83,77,100,14.83
381,Lagoa,PT,"2021, 11, 29 23:15:04",39.05,-27.9833,60.76,60,83,5.91
382,Xuddur,SO,"2021, 11, 29 23:15:05",4.1213,43.8894,71.94,81,51,14.16
383,Tutoia,BR,"2021, 11, 29 23:15:05",-2.7619,-42.2744,81.48,82,41,13.0
384,Seinajoki,FI,"2021, 11, 29 23:12:30",62.7945,22.8282,2.8,85,0,3.44
385,Doume,CM,"2021, 11, 29 23:15:06",4.2333,13.45,69.87,56,89,2.89
386,Fengcheng,CN,"2021, 11, 29 23:15:06",40.4536,124.0717,30.24,94,100,8.79
387,Usinsk,RU,"2021, 11, 29 23:15:07",65.9939,57.5281,-10.91,100,49,5.66
388,Mahajanga,MG,"2021, 11, 29 23:15:07",-15.7167,46.3167,78.82,89,40,4.61
389,Haines Junction,CA,"2021, 11, 29 23:13:20",60.7522,-137.5108,2.57,99,100,1.12
390,Tiarei,PF,"2021, 11, 29 23:15:08",-17.5333,-149.3333,80.62,78,99,16.82
391,Campobello Di Mazara,IT,"2021, 11, 29 23:15:08",37.6358,12.7443,52.92,73,94,29.51
392,Luzhou,CN,"2021, 11, 29 23:15:09",28.8724,105.4405,46.13,84,12,3.09
393,Yermekeyevo,RU,"2021, 11, 29 23:15:09",54.0761,53.6712,30.88,80,100,16.06
394,Mayo,US,"2021, 11, 29 23:15:09",38.8876,-76.5119,43.3,58,75,5.01
395,Andahuaylas,PE,"2021, 11, 29 23:15:10",-13.6556,-73.3872,57.85,75,100,5.59
396,Manbij,SY,"2021, 11, 29 23:15:10",36.5281,37.9549,48.97,64,100,6.64
397,La Grande,US,"2021, 11, 29 23:15:11",45.3246,-118.0877,56.7,74,68,0.43
398,Te Anau,NZ,"2021, 11, 29 23:15:11",-45.4167,167.7167,62.87,49,78,2.35
399,Rafsanjan,IR,"2021, 11, 29 23:15:11",30.4067,55.9939,52.43,46,8,6.06
400,Faanui,PF,"2021, 11, 29 23:15:12",-16.4833,-151.75,81.23,76,100,15.46
401,Palma,ES,"2021, 11, 29 23:15:12",39.5694,2.6502,57.06,81,20,3.0
402,Chernyshevskiy,RU,"2021, 11, 29 23:15:13",63.0128,112.4714,-16.26,100,95,1.79
403,Victor Harbor,AU,"2021, 11, 29 23:15:13",-35.5667,138.6167,85.46,34,29,8.52
404,Fairview,US,"2021, 11, 29 23:15:13",40.8126,-73.999,38.77,58,40,6.91
405,Kollam,IN,"2021, 11, 29 23:15:14",8.8833,76.6,76.87,88,99,7.31
406,Hovd,MN,"2021, 11, 29 23:15:15",48.0056,91.6419,15.19,49,0,0.54
407,Odweyne,SO,"2021, 11, 29 23:15:15",9.4092,45.064,67.28,24,24,17.09
408,Winchester,GB,"2021, 11, 29 23:15:16",51.0651,-1.3187,44.49,89,90,3.0
409,Bongandanga,CD,"2021, 11, 29 23:15:16",1.5,21.05,70.03,94,100,0.89
410,Grand Gaube,MU,"2021, 11, 29 23:16:17",-20.0064,57.6608,74.37,72,1,3.0
411,San Quintin,MX,"2021, 11, 29 23:16:17",30.4833,-115.95,68.41,58,0,9.66
412,Tagusao,PH,"2021, 11, 29 23:16:18",9.1924,117.8141,79.57,83,99,2.15
413,Lianzhou,CN,"2021, 11, 29 23:14:11",24.7811,112.3825,53.1,78,54,9.44
414,Urucara,BR,"2021, 11, 29 23:16:18",-2.5364,-57.76,81.34,74,97,3.65
415,Chalus,IR,"2021, 11, 29 23:16:18",36.655,51.4204,54.86,94,0,0.0
416,Qasigiannguit,GL,"2021, 11, 29 23:16:19",68.8193,-51.1922,30.45,84,100,6.93
417,Punta,PH,"2021, 11, 29 23:16:19",8.9897,125.34,77.76,86,71,2.35
418,Taltal,CL,"2021, 11, 29 23:15:21",-25.4,-70.4833,63.19,71,22,4.21
419,Kaeo,NZ,"2021, 11, 29 23:16:20",-35.1,173.7833,71.56,57,37,7.31
420,Shelburne,CA,"2021, 11, 29 23:16:20",44.0787,-80.2041,29.19,94,67,6.06
421,Buston,TJ,"2021, 11, 29 23:16:21",40.2342,69.6948,41.18,75,89,8.95
422,Arambagh,IN,"2021, 11, 29 23:16:21",22.8833,87.7833,63.37,66,7,6.8
423,Ulaanbaatar,MN,"2021, 11, 29 23:13:33",47.9077,106.8832,-14.67,76,44,2.24
424,Iranshahr,IR,"2021, 11, 29 23:16:22",27.2025,60.6848,63.61,45,35,1.5
425,Zhuhai,CN,"2021, 11, 29 23:16:22",22.2769,113.5678,71.06,73,0,21.85
426,Christchurch,NZ,"2021, 11, 29 23:16:20",-43.5333,172.6333,64.9,74,90,8.99
427,Jacareacanga,BR,"2021, 11, 29 23:16:23",-6.2222,-57.7528,80.74,78,100,0.34
428,Xining,CN,"2021, 11, 29 23:16:23",36.6167,101.7667,15.75,54,0,1.99
429,Killybegs,IE,"2021, 11, 29 23:16:23",54.6333,-8.45,50.45,87,100,19.15
430,Junqueiro,BR,"2021, 11, 29 23:16:24",-9.9253,-36.4758,76.71,81,76,11.63
431,Majene,ID,"2021, 11, 29 23:16:24",-3.5403,118.9707,78.33,81,96,2.48
432,Yinchuan,CN,"2021, 11, 29 23:16:06",38.4681,106.2731,26.64,36,0,3.6
433,Beringovskiy,RU,"2021, 11, 29 23:16:25",63.05,179.3167,6.69,94,99,6.87
434,Bowen,AU,"2021, 11, 29 23:16:25",-20.0167,148.2333,82.71,67,23,11.21
435,El Dorado,US,"2021, 11, 29 23:15:57",38.7666,-120.5177,74.79,32,0,4.29
436,Kindu,CD,"2021, 11, 29 23:16:26",-2.95,25.95,69.76,99,100,0.98
437,High Level,CA,"2021, 11, 29 23:16:26",58.5169,-117.136,5.11,92,75,2.3
438,Mehamn,NO,"2021, 11, 29 23:16:27",71.0357,27.8492,14.25,88,78,13.04
439,Port-Gentil,GA,"2021, 11, 29 23:16:27",-0.7193,8.7815,80.02,84,100,12.1
440,Anzio,IT,"2021, 11, 29 23:16:27",41.4853,12.6179,43.0,79,6,21.77
441,Nizhniy Baskunchak,RU,"2021, 11, 29 23:16:28",48.2198,46.8311,43.05,65,85,19.62
442,Touho,NC,"2021, 11, 29 23:16:28",-20.7833,165.2333,80.78,76,40,12.21
443,Dwarka,IN,"2021, 11, 29 23:16:29",22.2394,68.9678,76.06,52,82,11.39
444,Chuguyevka,RU,"2021, 11, 29 23:16:29",44.1653,133.8633,24.48,82,100,1.63
445,Tungor,RU,"2021, 11, 29 23:16:30",53.3808,142.9564,12.36,82,73,12.03
446,Harper,LR,"2021, 11, 29 23:16:30",4.375,-7.7169,79.74,78,100,6.98
447,Tenenkou,ML,"2021, 11, 29 23:16:31",14.4572,-4.9169,78.91,15,2,8.23
448,Mudgee,AU,"2021, 11, 29 23:16:31",-32.5943,149.5871,63.63,94,90,3.44
449,Carbonia,IT,"2021, 11, 29 23:16:31",39.1672,8.5222,45.25,53,42,18.77
450,Luanda,AO,"2021, 11, 29 23:16:32",-8.8368,13.2343,78.17,84,100,8.1
451,Karpogory,RU,"2021, 11, 29 23:16:32",64.0019,44.4451,2.21,97,100,4.18
452,Zaysan,KZ,"2021, 11, 29 23:16:33",47.4667,84.8667,12.22,82,20,0.69
453,Tagcatong,PH,"2021, 11, 29 23:16:33",9.0022,125.2569,77.52,85,67,2.64
454,Athni,IN,"2021, 11, 29 23:16:33",16.7333,75.0667,68.68,90,97,7.65
455,Yalutorovsk,RU,"2021, 11, 29 23:16:34",56.6536,66.3006,27.14,90,100,6.8
456,San Matias,BO,"2021, 11, 29 23:16:34",-16.3667,-58.4,79.21,75,88,4.74
457,Petrovac,RS,"2021, 11, 29 23:17:35",44.3769,21.4192,36.59,84,100,9.75
458,Eidsvoll,NO,"2021, 11, 29 23:17:35",60.3305,11.2616,25.72,92,90,2.3
459,Ambon,ID,"2021, 11, 29 23:17:35",-3.6954,128.1814,80.74,89,40,4.61
460,Namibe,AO,"2021, 11, 29 23:17:36",-15.1961,12.1522,72.93,63,11,4.32
461,Regeneracao,BR,"2021, 11, 29 23:17:36",-6.2378,-42.6883,81.86,53,51,2.86
462,Chicama,PE,"2021, 11, 29 23:17:37",-7.8447,-79.1469,63.14,75,89,8.95
463,Arvika,SE,"2021, 11, 29 23:17:37",59.6553,12.5852,18.21,73,69,3.74
464,Deputatskiy,RU,"2021, 11, 29 23:17:38",69.3,139.9,-14.37,97,100,4.5
465,Rabat,MA,"2021, 11, 29 23:17:38",33.9911,-6.8401,56.16,96,75,0.0
466,Dakar,SN,"2021, 11, 29 23:17:26",14.6937,-17.4441,73.53,78,78,11.5
467,Nome,US,"2021, 11, 29 23:17:38",64.5011,-165.4064,-7.53,54,1,4.61
468,Sinnamary,GF,"2021, 11, 29 23:17:39",5.3833,-52.95,78.53,88,100,7.54
469,Vila Franca Do Campo,PT,"2021, 11, 29 23:17:39",37.7167,-25.4333,60.19,75,68,4.97
470,Salvador,SV,"2021, 11, 29 23:17:40",13.8333,-88.9167,82.8,66,9,4.16
471,Lucapa,AO,"2021, 11, 29 23:17:40",-8.4192,20.7447,64.98,97,99,1.03
472,Tazovskiy,RU,"2021, 11, 29 23:17:41",67.4667,78.7,-3.32,96,100,10.58
473,Lakatoro,VU,"2021, 11, 29 23:17:41",-16.0999,167.4164,84.09,71,82,7.09
474,Nyurba,RU,"2021, 11, 29 23:17:42",63.2842,118.3319,-11.07,98,100,1.9
475,Roebourne,AU,"2021, 11, 29 23:13:29",-20.7833,117.1333,84.34,52,2,11.32
476,Tura,IN,"2021, 11, 29 23:17:43",25.5198,90.2201,58.82,77,50,4.23
477,Pa Sang,TH,"2021, 11, 29 23:17:43",18.5262,98.9394,65.59,94,16,1.92
478,Brae,GB,"2021, 11, 29 23:17:43",60.3964,-1.353,39.11,62,78,24.94
479,Inhambane,MZ,"2021, 11, 29 23:17:44",-23.865,35.3833,72.57,78,1,9.89
480,San,ML,"2021, 11, 29 23:14:02",13.3034,-4.8956,80.76,13,51,8.55
481,Provideniya,RU,"2021, 11, 29 23:17:44",64.3833,-173.3,-1.64,60,0,6.71
482,Watsa,CD,"2021, 11, 29 23:13:08",3.0372,29.5355,63.81,91,90,2.13
483,Fuerte Olimpo,PY,"2021, 11, 29 23:17:45",-21.0415,-57.8738,71.55,91,96,2.73
484,Kiunga,PG,"2021, 11, 29 23:17:45",-6.1219,141.2906,79.84,87,98,1.16
485,Paka,MY,"2021, 11, 29 23:17:46",4.6374,103.4368,73.33,100,40,0.0
486,Atambua,ID,"2021, 11, 29 23:17:46",-9.1061,124.8925,77.29,76,100,0.27
487,Vila Velha,BR,"2021, 11, 29 23:13:27",-20.3297,-40.2925,78.94,89,75,5.99
488,Kirensk,RU,"2021, 11, 29 23:17:47",57.7853,108.1119,-9.62,100,72,3.65
489,Manicore,BR,"2021, 11, 29 23:17:47",-5.8092,-61.3003,76.3,91,82,2.55
490,Tonj,SS,"2021, 11, 29 23:17:48",7.2737,28.6822,82.69,50,98,3.74
491,Baykit,RU,"2021, 11, 29 23:17:48",61.67,96.37,2.86,97,100,3.38
492,Hanmer Springs,NZ,"2021, 11, 29 23:17:49",-42.5167,172.8167,73.18,52,100,5.7
493,Kouroussa,GN,"2021, 11, 29 23:17:49",10.65,-9.8833,75.63,30,98,2.01
494,Mastic Beach,US,"2021, 11, 29 23:17:49",40.7668,-72.8521,39.97,67,90,1.01
495,Saint-Orens-De-Gameville,FR,"2021, 11, 29 23:17:50",43.554,1.5341,36.3,93,73,1.14
496,Walvis Bay,NA,"2021, 11, 29 23:17:50",-22.9575,14.5053,60.1,94,0,3.44
497,Praia Da Vitoria,PT,"2021, 11, 29 23:17:41",38.7333,-27.0667,57.45,88,75,5.93
498,Verkhnyaya Inta,RU,"2021, 11, 29 23:17:51",65.9811,60.3094,3.63,98,98,8.79
499,Marzuq,YE,"2021, 11, 29 23:17:51",14.4,46.4667,61.2,41,0,4.16
500,Hit,IQ,"2021, 11, 29 23:17:52",33.6416,42.8251,62.1,46,27,7.76
501,Beira,MZ,"2021, 11, 29 23:17:52",-19.8436,34.8389,71.58,75,1,6.06
502,Benguela,AO,"2021, 11, 29 23:18:53",-12.5763,13.4055,76.53,84,100,3.89
503,Bilma,NE,"2021, 11, 29 23:18:53",18.6853,12.9164,73.15,22,79,14.63
504,Birin,NP,"2021, 11, 29 23:18:54",26.8865,88.0718,47.53,69,23,5.39
505,Lillehammer,NO,"2021, 11, 29 23:18:54",61.1146,10.4674,17.65,87,100,3.04
506,Saint-Joseph,RE,"2021, 11, 29 23:18:54",-21.3667,55.6167,73.76,85,37,7.87
507,Zhangjiakou,CN,"2021, 11, 29 23:18:55",40.81,114.8794,18.57,58,18,19.55
508,Alamor,EC,"2021, 11, 29 23:18:55",-4.0181,-80.0197,61.48,63,100,3.11
509,Prince Rupert,CA,"2021, 11, 29 23:14:04",54.3161,-130.3201,46.49,93,90,10.36
510,Mao,ES,"2021, 11, 29 23:18:56",39.8885,4.2658,48.76,87,75,8.05
511,Dhidhdhoo,MV,"2021, 11, 29 23:18:56",6.8833,73.1,79.0,85,99,15.68
512,Severo-Yeniseyskiy,RU,"2021, 11, 29 23:18:57",60.3725,93.0408,15.03,89,100,13.8
513,Digby,CA,"2021, 11, 29 23:18:57",44.6169,-65.7655,36.91,93,100,16.06
514,Fuyu,CN,"2021, 11, 29 23:17:11",45.1833,124.8167,12.97,97,99,3.62
515,Vila,PT,"2021, 11, 29 23:18:58",42.0304,-8.1588,39.33,91,100,2.37
516,Saurimo,AO,"2021, 11, 29 23:18:58",-9.6608,20.3916,64.54,94,69,1.79
517,Thinadhoo,MV,"2021, 11, 29 23:18:58",0.5333,72.9333,80.92,80,34,14.34
518,Warrenton,ZA,"2021, 11, 29 23:17:58",-28.114,24.8475,72.19,45,31,8.48
519,Baghdad,IQ,"2021, 11, 29 23:16:12",33.3406,44.4009,53.51,62,0,5.75
520,Cidreira,BR,"2021, 11, 29 23:18:59",-30.1811,-50.2056,74.57,61,39,11.25
521,Karasjok,NO,"2021, 11, 29 23:19:00",69.4719,25.5112,14.11,99,100,5.08
522,Mount Gambier,AU,"2021, 11, 29 23:19:00",-37.8333,140.7667,75.13,31,37,6.35
523,Stettler,CA,"2021, 11, 29 23:19:00",52.3168,-112.7186,40.75,75,15,2.3
524,Akersberga,SE,"2021, 11, 29 23:19:01",59.4794,18.2997,26.06,89,18,8.57
525,Price,US,"2021, 11, 29 23:19:01",39.5994,-110.8107,59.72,28,1,0.0
526,Gazanjyk,TM,"2021, 11, 29 23:19:01",39.2446,55.5154,52.47,51,7,3.47
527,Vao,NC,"2021, 11, 29 23:19:02",-22.6667,167.4833,76.53,89,58,13.24
528,Port Hardy,CA,"2021, 11, 29 23:19:02",50.6996,-127.4199,50.18,93,90,6.91
529,Dillon,US,"2021, 11, 29 23:19:03",34.4166,-79.3712,44.26,34,5,4.03
530,Waw,SS,"2021, 11, 29 23:19:03",7.7029,27.9953,79.65,57,89,4.68
531,Harboore,DK,"2021, 11, 29 23:19:04",56.6175,8.1807,33.15,94,100,23.53
532,Tukrah,LY,"2021, 11, 29 23:19:04",32.5341,20.5791,64.26,48,38,23.29
533,Jardim,BR,"2021, 11, 29 23:19:04",-21.4803,-56.1381,70.0,99,88,3.18
534,Itarema,BR,"2021, 11, 29 23:19:05",-2.9248,-39.9167,80.91,77,63,14.72
535,Vanavara,RU,"2021, 11, 29 23:19:05",60.34,102.2797,-16.44,100,73,3.27
536,Mizdah,LY,"2021, 11, 29 23:19:06",31.4451,12.9801,48.4,28,2,15.59
537,Ginir,ET,"2021, 11, 29 23:19:06",7.1333,40.7,54.9,47,31,5.75
538,Mhango,TZ,"2021, 11, 29 23:19:07",-3.2833,32.85,68.32,82,90,3.31
539,Rodas,CU,"2021, 11, 29 23:19:07",22.3408,-80.5572,73.6,58,56,11.16
540,Sunland Park,US,"2021, 11, 29 23:19:07",31.7965,-106.58,68.86,32,1,1.01
541,Santa Cruz,BO,"2021, 11, 29 23:19:08",-17.8,-63.1667,77.05,69,75,0.0
542,Ust-Tsilma,RU,"2021, 11, 29 23:19:08",65.441,52.1498,-13.86,100,64,0.92
543,Nuuk,GL,"2021, 11, 29 23:19:09",64.1835,-51.7216,36.21,87,90,14.97
544,Kristiinankaupunki,FI,"2021, 11, 29 23:19:09",62.2743,21.376,16.29,88,8,9.04
545,Sobolevo,RU,"2021, 11, 29 23:19:10",54.4299,31.8996,40.46,99,100,3.18
546,Benjamin Constant,BR,"2021, 11, 29 23:19:10",-4.3831,-70.0311,78.93,96,99,2.66
547,Yuyao,CN,"2021, 11, 29 23:19:10",30.05,121.1494,55.76,84,96,18.5
548,Saint-Augustin,CA,"2021, 11, 29 23:19:11",51.226,-58.6502,33.62,76,100,0.98
549,Unai,BR,"2021, 11, 29 23:20:11",-16.3575,-46.9061,79.07,68,99,2.73
550,Coihaique,CL,"2021, 11, 29 23:19:12",-45.5752,-72.0662,57.15,51,20,6.91
551,Luancheng,CN,"2021, 11, 29 23:20:12",37.8792,114.6517,37.56,42,38,10.96
552,Mahuva,IN,"2021, 11, 29 23:20:12",21.0914,71.7622,73.11,55,97,11.03
553,San Patricio,US,"2021, 11, 29 23:20:12",28.017,-97.5169,69.78,51,59,6.6
554,Menongue,AO,"2021, 11, 29 23:20:13",-14.6585,17.691,62.55,97,100,3.76
555,Jining,CN,"2021, 11, 29 23:20:13",35.405,116.5814,41.0,1,51,11.83
